GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2013-2015, 113th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,Margins of error: Area Name,Margins of error: Total
"G4801390","2008-2012",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Texas",149712,"Ellis County, Texas",0
"G4801410","2008-2012",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Texas",801115,"El Paso County, Texas",0
"G4801430","2008-2012",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erath County, Texas",38192,"Erath County, Texas",0
"G4801450","2008-2012",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Falls County, Texas",17756,"Falls County, Texas",0
"G4801470","2008-2012",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Texas",33867,"Fannin County, Texas",0
"G4801490","2008-2012",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Texas",24557,"Fayette County, Texas",0
"G4801510","2008-2012",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fisher County, Texas",3963,"Fisher County, Texas",0
"G4801530","2008-2012",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Texas",6439,"Floyd County, Texas",0
"G4801550","2008-2012",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foard County, Texas",1273,"Foard County, Texas",152
"G4801570","2008-2012",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Bend County, Texas",587666,"Fort Bend County, Texas",0
"G4801590","2008-2012",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Texas",10593,"Franklin County, Texas",0
"G4801610","2008-2012",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freestone County, Texas",19631,"Freestone County, Texas",0
"G4801630","2008-2012",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frio County, Texas",17265,"Frio County, Texas",0
"G4801650","2008-2012",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaines County, Texas",17572,"Gaines County, Texas",0
"G4801670","2008-2012",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galveston County, Texas",292874,"Galveston County, Texas",0
"G4801690","2008-2012",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garza County, Texas",6295,"Garza County, Texas",361
"G4801710","2008-2012",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gillespie County, Texas",24777,"Gillespie County, Texas",0
"G4801730","2008-2012",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glasscock County, Texas",1255,"Glasscock County, Texas",118
"G4801750","2008-2012",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goliad County, Texas",7223,"Goliad County, Texas",0
"G4801770","2008-2012",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gonzales County, Texas",19773,"Gonzales County, Texas",0
"G4801790","2008-2012",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gray County, Texas",22731,"Gray County, Texas",0
"G4801810","2008-2012",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Texas",120641,"Grayson County, Texas",0
"G4801830","2008-2012",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregg County, Texas",121451,"Gregg County, Texas",0
"G4801850","2008-2012",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grimes County, Texas",26564,"Grimes County, Texas",0
"G4801870","2008-2012",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",131945,"Guadalupe County, Texas",0
"G4801890","2008-2012",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Texas",36153,"Hale County, Texas",0
"G4801910","2008-2012",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Texas",3337,"Hall County, Texas",0
"G4801930","2008-2012",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Texas",8448,"Hamilton County, Texas",0
"G4801950","2008-2012",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hansford County, Texas",5556,"Hansford County, Texas",0
"G4801970","2008-2012",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Texas",4124,"Hardeman County, Texas",0
"G4801990","2008-2012",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Texas",54497,"Hardin County, Texas",0
"G4802010","2008-2012",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Texas",4101752,"Harris County, Texas",0
"G4802030","2008-2012",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",65958,"Harrison County, Texas",0
"G4802050","2008-2012",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley County, Texas",6015,"Hartley County, Texas",0
"G4802070","2008-2012",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Texas",5891,"Haskell County, Texas",0
"G4802090","2008-2012",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",158464,"Hays County, Texas",0
"G4802110","2008-2012",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hemphill County, Texas",3863,"Hemphill County, Texas",0
"G4802130","2008-2012",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",78558,"Henderson County, Texas",0
"G4802150","2008-2012",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, Texas",774820,"Hidalgo County, Texas",0
"G4802170","2008-2012",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Texas",35079,"Hill County, Texas",0
"G4802190","2008-2012",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hockley County, Texas",22988,"Hockley County, Texas",0
"G4802210","2008-2012",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hood County, Texas",51161,"Hood County, Texas",0
"G4802230","2008-2012",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Texas",35088,"Hopkins County, Texas",0
"G4802250","2008-2012",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",23512,"Houston County, Texas",0
"G4802270","2008-2012",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",34927,"Howard County, Texas",0
"G4802290","2008-2012",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",3407,"Hudspeth County, Texas",0
"G4802310","2008-2012",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",85955,"Hunt County, Texas",0
"G4802330","2008-2012",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",21992,"Hutchinson County, Texas",0
"G4802350","2008-2012",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",1596,"Irion County, Texas",136
"G4802370","2008-2012",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",9027,"Jack County, Texas",0
"G4802390","2008-2012",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",14075,"Jackson County, Texas",0
"G4802410","2008-2012",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",35703,"Jasper County, Texas",0
"G4802430","2008-2012",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",2319,"Jeff Davis County, Texas",0
"G4802450","2008-2012",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",251627,"Jefferson County, Texas",0
"G4802470","2008-2012",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",5257,"Jim Hogg County, Texas",0
"G4802490","2008-2012",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",41014,"Jim Wells County, Texas",0
"G4802510","2008-2012",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",151174,"Johnson County, Texas",0
"G4802530","2008-2012",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",20137,"Jones County, Texas",0
"G4802550","2008-2012",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",14936,"Karnes County, Texas",0
"G4802570","2008-2012",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",103385,"Kaufman County, Texas",0
"G4802590","2008-2012",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",33745,"Kendall County, Texas",0
"G4802610","2008-2012",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",451,"Kenedy County, Texas",199
"G4802630","2008-2012",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",829,"Kent County, Texas",96
"G4802650","2008-2012",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",49469,"Kerr County, Texas",0
"G4802670","2008-2012",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",4577,"Kimble County, Texas",0
"G4802690","2008-2012",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",227,"King County, Texas",65
"G4802710","2008-2012",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",3574,"Kinney County, Texas",0
"G4802730","2008-2012",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",31925,"Kleberg County, Texas",0
"G4802750","2008-2012",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",3713,"Knox County, Texas",0
"G4802770","2008-2012",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",49740,"Lamar County, Texas",0
"G4802790","2008-2012",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",13996,"Lamb County, Texas",0
"G4802810","2008-2012",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",19837,"Lampasas County, Texas",0
"G4802830","2008-2012",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",6850,"La Salle County, Texas",199
"G4802850","2008-2012",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",19269,"Lavaca County, Texas",0
"G4802870","2008-2012",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",16591,"Lee County, Texas",0
"G4802890","2008-2012",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",16827,"Leon County, Texas",0
"G4802910","2008-2012",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",75662,"Liberty County, Texas",0
"G4802930","2008-2012",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",23350,"Limestone County, Texas",0
"G4802950","2008-2012",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",3324,"Lipscomb County, Texas",0
"G4802970","2008-2012",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",11526,"Live Oak County, Texas",0
"G4802990","2008-2012",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",19115,"Llano County, Texas",0
"G4803010","2008-2012",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",85,"Loving County, Texas",53
"G4803030","2008-2012",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",278339,"Lubbock County, Texas",0
"G4803050","2008-2012",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",5886,"Lynn County, Texas",0
"G4803070","2008-2012",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",8281,"McCulloch County, Texas",0
"G4803090","2008-2012",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",234626,"McLennan County, Texas",0
"G4803110","2008-2012",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",696,"McMullen County, Texas",133
"G4803130","2008-2012",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",13590,"Madison County, Texas",0
"G4803150","2008-2012",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",10544,"Marion County, Texas",0
"G4803170","2008-2012",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",4804,"Martin County, Texas",0
"G4803190","2008-2012",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",3978,"Mason County, Texas",0
"G4803210","2008-2012",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",36653,"Matagorda County, Texas",0
"G4803230","2008-2012",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",54107,"Maverick County, Texas",0
"G4803250","2008-2012",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",46009,"Medina County, Texas",0
"G4803270","2008-2012",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",2232,"Menard County, Texas",0
"G4803290","2008-2012",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",138472,"Midland County, Texas",0
"G4803310","2008-2012",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milam County, Texas",24691,"Milam County, Texas",0
"G4803330","2008-2012",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Texas",4880,"Mills County, Texas",0
"G4803350","2008-2012",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Texas",9367,"Mitchell County, Texas",0
"G4803370","2008-2012",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montague County, Texas",19737,"Montague County, Texas",0
"G4803390","2008-2012",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Texas",458339,"Montgomery County, Texas",0
"G4803410","2008-2012",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Texas",21765,"Moore County, Texas",0
"G4803430","2008-2012",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Texas",12914,"Morris County, Texas",0
"G4803450","2008-2012",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motley County, Texas",1153,"Motley County, Texas",112
"G4803470","2008-2012",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",64647,"Nacogdoches County, Texas",0
"G4803490","2008-2012",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navarro County, Texas",47739,"Navarro County, Texas",0
"G4803510","2008-2012",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Texas",14372,"Newton County, Texas",0
"G4803530","2008-2012",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nolan County, Texas",15104,"Nolan County, Texas",0
"G4803550","2008-2012",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nueces County, Texas",340568,"Nueces County, Texas",0
"G4803570","2008-2012",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ochiltree County, Texas",10314,"Ochiltree County, Texas",0
"G4803590","2008-2012",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Texas",2048,"Oldham County, Texas",0
"G4803610","2008-2012",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",82306,"Orange County, Texas",0
"G4803630","2008-2012",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Pinto County, Texas",28010,"Palo Pinto County, Texas",0
"G4803650","2008-2012",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Texas",23814,"Panola County, Texas",0
"G4803670","2008-2012",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",116820,"Parker County, Texas",0
"G4803690","2008-2012",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parmer County, Texas",10172,"Parmer County, Texas",0
"G4803710","2008-2012",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pecos County, Texas",15510,"Pecos County, Texas",0
"G4803730","2008-2012",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Texas",45618,"Polk County, Texas",0
"G4803750","2008-2012",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Texas",121099,"Potter County, Texas",0
"G4803770","2008-2012",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio County, Texas",7678,"Presidio County, Texas",0
"G4803790","2008-2012",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rains County, Texas",10976,"Rains County, Texas",0
"G4803810","2008-2012",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randall County, Texas",121090,"Randall County, Texas",0
"G4803830","2008-2012",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reagan County, Texas",3384,"Reagan County, Texas",0
"G4803850","2008-2012",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Real County, Texas",3326,"Real County, Texas",0
"G4803870","2008-2012",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River County, Texas",12795,"Red River County, Texas",0
"G4803890","2008-2012",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reeves County, Texas",13606,"Reeves County, Texas",0
"G4803910","2008-2012",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Refugio County, Texas",7352,"Refugio County, Texas",0
"G4803930","2008-2012",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, Texas",992,"Roberts County, Texas",116
"G4803950","2008-2012",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Texas",16596,"Robertson County, Texas",0
"G4803970","2008-2012",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",78749,"Rockwall County, Texas",0
"G4803990","2008-2012",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Runnels County, Texas",10473,"Runnels County, Texas",0
"G4804010","2008-2012",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Texas",53211,"Rusk County, Texas",0
"G4804030","2008-2012",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine County, Texas",10642,"Sabine County, Texas",0
"G4804050","2008-2012",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Augustine County, Texas",8898,"San Augustine County, Texas",0
"G4804070","2008-2012",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jacinto County, Texas",26482,"San Jacinto County, Texas",0
"G4804090","2008-2012",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",65352,"San Patricio County, Texas",0
"G4804110","2008-2012",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Saba County, Texas",6037,"San Saba County, Texas",0
"G4804130","2008-2012",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schleicher County, Texas",3327,"Schleicher County, Texas",0
"G4804150","2008-2012",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scurry County, Texas",16855,"Scurry County, Texas",0
"G4804170","2008-2012",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shackelford County, Texas",3346,"Shackelford County, Texas",0
"G4804190","2008-2012",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Texas",25602,"Shelby County, Texas",0
"G4804210","2008-2012",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Texas",3040,"Sherman County, Texas",0
"G4804230","2008-2012",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Texas",209691,"Smith County, Texas",0
"G4804250","2008-2012",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somervell County, Texas",8444,"Somervell County, Texas",0
"G4804270","2008-2012",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starr County, Texas",60882,"Starr County, Texas",0
"G4804290","2008-2012",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Texas",9561,"Stephens County, Texas",0
"G4804310","2008-2012",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling County, Texas",1223,"Sterling County, Texas",152
"G4804330","2008-2012",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stonewall County, Texas",1447,"Stonewall County, Texas",96
"G4804350","2008-2012",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton County, Texas",4123,"Sutton County, Texas",0
"G4804370","2008-2012",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swisher County, Texas",7816,"Swisher County, Texas",0
"G4804390","2008-2012",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarrant County, Texas",1814667,"Tarrant County, Texas",0
"G4804410","2008-2012",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Texas",131425,"Taylor County, Texas",0
"G4804430","2008-2012",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Texas",1001,"Terrell County, Texas",204
"G4804450","2008-2012",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terry County, Texas",12561,"Terry County, Texas",0
"G4804470","2008-2012",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Throckmorton County, Texas",1626,"Throckmorton County, Texas",136
"G4804490","2008-2012",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Titus County, Texas",32045,"Titus County, Texas",0
"G4804510","2008-2012",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tom Green County, Texas",110434,"Tom Green County, Texas",0
